transaction_id,amount,transaction_type,merchant_risk_score,account_age_days,transactions_last_24h,failed_attempts_24h,device_trust_score,location_mismatch,international,hour,distance_from_home_km,previous_chargebacks,is_fraud
TXN104036,1337.89,Bank Transfer,0.967,592,1,0,0.705,0,0,16,20.47,0,1
TXN104037,145.82,ATM,0.237,909,5,0,0.97,1,1,1,6.96,0,1
TXN104038,74.2,Bank Transfer,0.149,1794,1,0,0.38,0,1,13,22.41,0,0
TXN104039,124.74,Bank Transfer,0.424,2321,5,0,0.781,0,0,1,16.22,2,1
TXN104040,162.74,Online,0.504,3107,4,0,0.898,0,1,23,43.97,0,0
TXN104041,127.59,Online,0.713,2659,1,0,0.323,0,0,19,24.33,0,0
TXN104042,143.83,Online,0.955,3561,2,0,0.802,0,1,16,27.44,0,0
TXN104043,35.04,POS,0.689,836,3,1,0.959,0,0,13,12.81,0,0
TXN104044,56.68,Online,0.987,1450,4,0,0.8,0,0,8,41.1,1,0
TXN104045,127.83,Online,0.246,973,3,0,0.458,0,0,19,53.68,0,0
TXN104046,125.8,Online,0.209,3254,2,0,0.625,0,0,12,12.85,0,0
TXN104047,84.25,POS,0.307,2243,5,1,0.771,0,0,23,18.27,0,0
TXN104048,124.34,ATM,0.787,1868,2,1,0.827,0,0,6,48.74,0,0
TXN104049,157.75,Online,0.187,2137,3,1,0.738,0,0,9,20.35,0,0
TXN104050,361.19,Online,0.196,1213,2,0,0.98,0,0,6,44.04,0,0
TXN104051,134.4,POS,0.412,3237,1,0,0.875,0,0,4,23.81,0,1
TXN104052,221.21,Online,0.318,2255,2,0,0.294,0,0,3,10.2,0,0
TXN104053,86.35,POS,0.646,1877,1,1,1.0,0,0,2,30.83,0,0
TXN104054,262.98,POS,0.89,2580,2,0,0.734,0,0,16,26.34,0,0
TXN104055,216.1,POS,0.139,2925,1,1,0.922,0,1,10,33.21,0,0
TXN104056,352.77,Bank Transfer,0.547,1461,2,0,0.548,0,0,10,29.61,0,0
TXN104057,302.92,Online,0.088,2679,2,0,0.904,0,0,4,43.53,0,0
TXN104058,267.4,Online,0.221,2920,2,0,0.986,0,0,19,52.7,0,0
TXN104059,134.5,Bank Transfer,0.309,2439,3,0,0.84,0,1,1,24.06,0,0
TXN104060,189.6,Online,0.579,452,3,0,0.818,0,0,3,45.94,0,0
TXN104061,429.88,Bank Transfer,0.555,724,3,0,0.294,0,0,2,20.76,0,0
TXN104062,77.32,POS,0.643,142,4,0,0.222,0,0,17,42.97,0,0
TXN104063,79.17,POS,0.819,1030,2,0,0.793,0,0,1,32.2,0,1
TXN104064,177.94,POS,0.187,625,2,2,0.736,0,0,18,54.32,1,1
TXN104065,224.82,Online,0.743,2081,3,1,0.662,0,1,19,60.52,0,0
TXN104066,65.1,Bank Transfer,0.667,3322,3,1,0.502,0,0,0,18.25,0,0
TXN104067,137.72,Online,0.08,268,4,0,0.158,0,0,20,33.57,0,0
TXN104068,135.1,Online,0.345,1059,3,0,0.614,0,0,8,29.88,0,0
TXN104069,16.2,POS,0.028,193,3,1,0.579,0,0,14,36.48,0,0
TXN104070,119.15,Bank Transfer,0.09,332,3,0,0.746,1,1,6,107.61,0,0
TXN104071,126.81,Online,0.284,210,7,0,0.18,0,0,9,55.7,1,0
TXN104072,126.43,POS,0.243,2226,1,3,0.462,0,0,4,45.7,1,0
TXN104073,611.5,Bank Transfer,0.9,3365,4,0,0.479,0,1,12,77.29,0,1
TXN104074,44.0,Online,0.894,2653,5,0,0.518,0,0,11,35.09,0,0
TXN104075,65.06,POS,0.578,2523,0,1,0.131,0,0,9,35.37,0,0
TXN104076,10.89,POS,0.735,597,2,0,0.627,0,0,15,21.0,0,0
TXN104077,91.75,POS,1.0,3059,2,0,0.274,0,0,9,74.72,0,0
TXN104078,99.92,ATM,0.41,2127,2,0,0.921,0,0,20,16.53,0,0
TXN104079,89.12,Online,0.522,3517,7,0,0.669,0,0,1,50.55,0,0
TXN104080,449.29,Bank Transfer,0.651,1443,2,0,0.848,0,0,17,14.5,0,0
TXN104081,350.94,POS,0.921,2567,6,0,0.543,0,0,10,18.13,0,0
TXN104082,160.43,Online,0.797,1769,1,0,0.434,0,1,10,24.17,0,1
TXN104083,102.45,Online,0.064,1895,3,1,0.332,0,0,4,17.13,0,1
TXN104084,414.13,Online,0.713,414,1,1,0.457,1,0,11,24.21,0,1
TXN104085,145.51,Online,0.252,1764,3,0,0.929,0,0,9,5.7,0,0
TXN104086,65.48,Online,0.255,634,0,0,0.933,0,0,17,,0,1
TXN104087,26.68,Online,0.547,2730,1,0,0.945,0,0,22,9.2,1,0
TXN104088,95.46,Bank Transfer,0.696,2595,2,0,0.789,1,1,16,14.34,0,1
TXN104089,315.65,POS,0.159,3171,5,0,0.261,0,0,16,15.6,0,0
TXN104090,1445.97,Online,0.315,1698,3,0,0.746,0,0,3,35.33,0,0
TXN104091,157.84,Online,0.716,3033,5,0,0.402,0,0,6,21.27,0,1
TXN104092,69.04,POS,0.152,3252,1,0,0.483,0,0,6,8.11,1,0
TXN104093,45.38,POS,0.85,1814,3,1,0.515,0,0,17,44.88,0,0
TXN104094,257.74,Bank Transfer,0.456,3457,6,1,0.33,0,0,16,40.4,0,0
TXN104095,25.42,POS,0.586,2830,3,1,0.287,0,1,17,14.31,0,0
TXN104096,257.33,POS,0.08,1080,0,0,0.193,0,0,4,18.37,0,0
TXN104097,336.2,Online,0.955,1755,3,0,0.497,0,0,21,25.95,0,0
TXN104098,229.59,POS,0.908,395,2,0,0.633,0,1,8,17.68,1,1
TXN104099,119.14,POS,0.19,1421,3,0,0.894,0,1,6,30.82,0,1
TXN104100,261.11,POS,0.663,1335,1,0,0.116,1,0,15,8.31,0,1
TXN104101,176.08,POS,0.793,1107,2,0,0.141,1,0,2,63.22,0,0
TXN104102,68.16,Online,0.122,1316,1,0,0.769,0,0,7,48.45,1,0
TXN104103,944.27,ATM,0.577,227,3,0,0.811,0,0,14,24.37,0,1
TXN104104,104.41,POS,0.85,1671,5,0,0.131,1,0,4,29.85,0,1
TXN104105,322.39,Online,0.507,758,5,0,0.785,0,1,15,74.88,0,0
TXN104106,13.22,Online,0.924,859,4,0,0.603,0,0,8,3.91,0,0
TXN104107,531.91,POS,0.048,2672,6,0,0.388,0,0,14,30.04,0,0
TXN104108,644.69,Online,0.919,3245,6,0,0.688,0,1,19,2.37,0,1
TXN104109,152.91,Online,0.977,651,6,0,0.376,0,1,3,29.65,0,1
TXN104110,259.5,POS,0.156,2061,4,0,0.496,1,1,8,47.58,0,1
TXN104111,259.44,Online,0.431,3292,6,0,0.539,0,0,2,41.43,0,0
TXN104112,78.04,POS,0.621,2230,2,1,0.365,0,0,11,53.67,1,0
TXN104113,256.5,Bank Transfer,0.893,314,3,1,0.395,0,0,14,34.21,1,1
TXN104114,66.11,Bank Transfer,0.16,2835,3,1,0.902,0,0,6,15.22,0,0
TXN104115,80.74,Bank Transfer,0.334,215,2,0,0.467,0,0,14,56.51,0,0
TXN104116,458.03,POS,0.798,2263,4,0,0.349,0,0,13,10.03,0,0
TXN104117,393.33,ATM,0.41,1771,3,0,0.556,0,0,12,64.92,0,0
TXN104118,73.23,Online,0.605,1940,5,0,0.221,0,0,5,22.22,0,0
TXN104119,71.27,POS,0.56,836,2,0,0.608,1,0,9,23.63,0,0
TXN104120,77.82,Bank Transfer,0.973,3238,4,2,0.857,0,0,18,24.47,0,0
TXN104121,308.78,ATM,0.142,402,1,0,0.533,1,0,23,15.06,0,0
TXN104122,54.6,POS,0.948,3424,1,0,0.114,0,0,19,63.57,0,0
TXN104123,212.03,Bank Transfer,0.564,246,5,0,0.913,0,0,4,13.6,0,0
TXN104124,313.2,POS,0.904,1128,6,0,0.776,0,0,14,12.39,0,1
TXN104125,135.88,Online,0.118,1938,5,0,0.972,0,0,3,22.6,1,0
TXN104126,407.51,POS,0.642,1898,2,0,0.825,1,0,7,36.01,0,0
TXN104127,109.47,POS,0.84,969,2,0,0.874,0,0,3,6.16,0,0
TXN104128,119.84,Bank Transfer,0.787,1073,1,0,0.924,0,1,13,92.33,0,0
TXN104129,55.85,Online,0.01,2041,1,2,0.329,0,0,14,55.21,0,0
TXN104130,410.42,POS,0.452,108,4,0,0.987,0,0,11,45.51,0,0
TXN104131,68.96,ATM,0.115,566,2,1,0.328,0,0,20,12.33,0,0
TXN104132,210.56,Bank Transfer,0.153,1461,1,0,0.979,1,0,10,45.83,0,0
TXN104133,138.2,Bank Transfer,0.706,118,5,1,0.816,0,0,8,29.22,0,0
TXN104134,51.79,Bank Transfer,0.957,343,1,0,0.759,0,0,20,31.81,1,0
TXN104135,80.71,Bank Transfer,0.634,128,1,0,0.307,0,0,21,19.19,0,0
TXN104136,591.62,Online,0.102,2989,3,0,0.376,0,0,13,31.97,0,1
TXN104137,181.57,POS,0.244,437,6,0,0.239,0,0,19,85.17,0,0
TXN104138,54.1,Bank Transfer,0.379,697,4,2,0.366,0,1,15,16.25,0,0
TXN104139,201.41,POS,0.125,2911,8,1,0.928,0,1,2,41.77,0,1
TXN104140,128.24,POS,0.848,1596,4,0,0.513,0,0,3,24.61,0,0
TXN104141,4694.03,Online,0.195,1653,3,0,0.961,0,0,9,8.18,0,0
TXN104142,197.38,POS,0.13,2406,1,0,0.632,0,0,20,25.11,0,0
TXN104143,101.43,Online,0.726,2288,1,0,0.115,0,0,14,64.57,0,0
TXN104144,614.02,Bank Transfer,0.127,1526,5,0,0.404,0,0,0,14.27,0,0
TXN104145,23.55,Online,0.41,3197,2,0,0.407,0,0,21,15.21,0,0
TXN104146,163.09,Online,0.516,854,3,0,0.483,0,0,16,18.51,0,0
TXN104147,1090.54,Online,0.08,799,4,0,0.703,0,0,10,52.97,1,0
TXN104148,132.13,Online,0.556,1893,2,0,0.341,0,0,14,15.88,0,0
TXN104149,26.22,POS,0.48,3184,4,0,0.466,0,0,18,36.83,0,0
TXN104150,99.89,POS,0.668,3276,5,0,0.998,0,0,8,59.66,0,0
TXN104151,635.57,Online,0.219,2729,7,0,0.426,0,0,22,15.83,0,0
TXN104152,216.17,Online,0.357,42,4,0,0.554,0,0,14,11.13,0,0
TXN104153,64.14,Online,0.66,2669,6,3,0.562,0,0,17,16.16,0,0
TXN104154,74.8,POS,0.036,623,2,1,0.276,0,0,23,41.76,0,1
TXN104155,84.8,POS,0.116,3182,3,0,0.546,0,0,14,27.91,0,0
TXN104156,212.98,Online,0.284,440,4,1,0.299,0,0,18,23.95,0,0
TXN104157,565.77,Online,0.106,485,4,0,0.197,0,0,1,,0,0
TXN104158,425.14,Online,0.04,1895,4,1,0.827,0,1,1,81.95,1,0
TXN104159,234.16,Bank Transfer,0.987,1986,4,0,,0,0,12,8.06,1,0
TXN104160,39.19,ATM,0.456,1259,5,0,0.343,0,1,6,33.88,0,0
TXN104161,39.33,POS,0.534,1780,2,0,0.221,0,0,7,5.41,0,0
TXN104162,252.97,Online,0.255,2617,5,0,0.985,0,1,6,75.37,0,0
TXN104163,38.65,POS,0.008,2433,1,0,0.925,0,0,2,45.97,0,0
TXN104164,118.44,POS,0.751,2608,3,0,0.426,0,0,1,22.92,0,0
TXN104165,201.17,Online,0.724,891,2,0,0.68,0,1,5,17.13,0,0
TXN104166,47.58,POS,0.973,2054,3,2,0.359,1,0,15,20.84,1,0
TXN104167,53.29,POS,0.021,490,2,0,0.438,0,0,15,46.69,0,0
TXN104168,135.08,Bank Transfer,0.137,908,2,1,0.585,0,0,16,17.98,1,0
TXN104169,245.59,ATM,0.712,3553,5,1,0.342,0,0,0,18.69,0,0
TXN104170,429.03,Bank Transfer,0.33,184,3,0,0.178,0,0,4,69.17,0,1
TXN104171,272.34,Bank Transfer,0.064,1715,2,0,0.748,0,0,4,8.77,1,0
TXN104172,159.76,POS,0.301,1813,5,0,0.272,0,0,18,23.01,0,1
TXN104173,70.37,Online,0.088,869,5,0,0.37,0,0,15,18.93,0,0
TXN104174,50.86,POS,0.838,212,2,0,0.96,0,0,7,27.37,1,0
TXN104175,89.04,Online,0.877,495,4,1,0.642,1,0,10,42.21,1,1
TXN104176,223.62,POS,0.637,2674,3,0,0.305,0,0,10,14.55,1,1
TXN104177,207.81,POS,0.386,2178,4,1,0.357,0,0,11,27.39,0,0
TXN104178,18.18,POS,0.769,2048,5,0,0.301,0,0,16,44.84,0,0
TXN104179,67.65,ATM,0.632,564,3,1,0.883,0,1,4,10.69,0,0
TXN104180,494.98,POS,0.792,2000,4,1,0.82,0,0,19,5.89,0,0
TXN104181,160.65,Online,0.511,692,1,0,0.593,0,0,0,17.74,0,0
TXN104182,35.98,ATM,0.958,1160,3,0,0.216,0,0,12,18.18,0,0
TXN104183,1565.28,ATM,0.29,3476,0,1,0.765,0,0,11,70.85,0,0
TXN104184,144.18,Online,0.604,1649,4,1,0.864,1,1,18,9.59,1,0
TXN104185,217.96,POS,0.808,135,0,0,0.575,0,0,11,31.52,1,0
TXN104186,221.3,Bank Transfer,0.894,2181,0,1,0.29,0,0,5,41.09,0,0
TXN104187,102.76,Online,0.947,706,0,1,0.725,0,0,21,26.48,0,0
TXN104188,71.7,Online,0.395,48,3,0,0.394,0,0,2,20.79,0,0
TXN104189,1238.52,Bank Transfer,0.699,2459,3,0,0.925,0,0,1,48.48,0,0
TXN104190,404.72,POS,0.29,2323,1,1,0.847,0,1,21,31.93,0,0
TXN104191,337.63,Online,0.649,815,1,0,0.466,0,1,4,21.63,0,1
TXN104192,264.09,POS,0.184,2712,4,0,0.136,0,0,18,15.04,0,0
TXN104193,54.42,POS,0.421,688,3,0,0.953,0,0,5,42.12,0,0
TXN104194,532.47,Online,0.92,1846,6,0,0.959,0,0,10,5.76,0,0
TXN104195,63.87,Online,0.811,2044,3,0,0.537,0,0,3,77.4,0,0
TXN104196,197.02,POS,0.497,437,4,0,0.106,1,0,10,30.04,0,1
TXN104197,28.81,Online,,2549,2,0,0.75,0,0,17,10.76,0,0
TXN104198,19.28,ATM,0.399,1853,3,1,0.353,0,0,7,14.01,0,0
TXN104199,204.03,Bank Transfer,0.139,1588,1,0,0.774,1,0,7,21.77,0,0
TXN104200,66.08,POS,0.069,2699,2,0,0.126,0,0,6,20.74,0,0
TXN104201,20.3,ATM,0.907,2858,3,1,0.655,0,0,20,40.78,0,0
TXN104202,254.83,POS,0.491,1816,3,0,0.945,1,0,20,43.56,0,0
TXN104203,1236.55,Online,0.089,2981,3,0,0.567,0,0,8,62.79,0,0
TXN104204,595.59,POS,0.717,220,3,0,0.951,1,0,14,47.38,0,0
TXN104205,114.74,Online,0.074,2285,4,0,0.75,1,0,11,67.73,0,0
TXN104206,149.73,POS,0.396,1037,2,0,0.637,0,0,19,10.67,1,0
TXN104207,360.58,Online,0.23,2121,4,0,0.861,0,0,16,21.36,1,0
TXN104208,455.83,POS,0.165,2291,5,0,0.928,0,1,0,17.0,0,0
TXN104209,105.26,POS,0.534,2985,5,0,0.873,0,0,21,15.23,0,0
TXN104210,153.57,Online,0.72,2049,1,0,0.926,1,0,12,37.4,1,0
TXN104211,200.46,POS,0.487,84,3,1,0.157,1,0,1,32.77,0,0
TXN104212,258.24,Online,0.821,3571,4,0,0.291,0,0,9,13.29,0,0
TXN104213,129.92,Online,0.917,1878,4,1,0.34,0,0,17,25.39,0,0
TXN104214,131.62,Online,0.807,472,5,0,0.964,1,0,4,58.76,0,1
TXN104215,589.83,ATM,0.956,496,3,0,0.921,0,0,0,42.37,0,0
TXN104216,497.46,ATM,0.929,144,4,0,0.83,0,0,5,86.42,0,0
TXN104217,239.23,Bank Transfer,0.833,832,4,0,0.817,0,1,12,5.4,0,0
TXN104218,828.08,POS,0.293,997,5,0,0.501,0,0,10,26.5,0,0
TXN104219,100.84,Online,0.174,3465,4,0,0.19,0,1,13,30.01,0,1
TXN104220,752.18,ATM,0.727,2972,3,0,0.699,0,0,8,40.0,0,0
TXN104221,255.32,POS,0.846,43,0,1,0.57,0,0,14,20.22,0,0
TXN104222,3908.96,POS,0.823,1250,5,0,0.463,0,0,17,26.93,0,0
TXN104223,45.04,POS,0.644,1141,0,0,0.427,0,0,13,10.8,1,0
TXN104224,74.49,Online,0.83,1659,4,1,0.245,1,0,12,16.02,0,1
TXN104225,225.61,POS,0.707,588,3,0,0.465,0,0,5,103.47,0,0
TXN104226,220.79,Online,0.665,1000,1,0,0.931,0,1,13,31.14,0,0
TXN104227,1043.29,Online,0.047,2094,2,0,0.277,0,1,20,16.01,0,0
TXN104228,76.07,Online,0.46,1910,4,0,0.639,0,0,10,38.1,0,0
TXN104229,366.84,POS,0.034,3086,1,0,0.662,0,0,10,14.25,0,0
TXN104230,474.6,ATM,0.092,3379,2,1,0.444,0,0,17,41.98,0,0
TXN104231,300.26,Online,0.541,1445,0,0,0.343,0,0,14,53.03,0,0
TXN104232,56.77,POS,0.047,2980,1,1,0.24,0,1,7,7.91,0,0
TXN104233,606.53,POS,0.913,3060,2,0,0.475,0,0,11,9.91,0,0
TXN104234,507.41,POS,0.45,1282,2,0,0.553,1,1,18,18.43,0,0
TXN104235,270.31,Bank Transfer,0.7,1623,2,0,0.133,0,0,12,69.02,0,1
TXN104236,182.06,POS,0.148,2301,2,0,0.932,0,0,16,80.21,0,0
TXN104237,186.07,POS,0.848,3320,2,1,0.101,0,0,10,13.28,0,1
TXN104238,137.18,POS,0.478,2833,0,0,0.143,1,0,21,10.74,0,0
TXN104239,281.68,POS,0.559,3095,6,0,0.702,0,0,1,2.49,0,0
TXN104240,153.11,Online,0.648,2901,4,0,0.809,0,0,21,22.15,0,0
TXN104241,63.53,ATM,0.54,677,4,0,0.512,0,1,10,32.66,0,1
TXN104242,52.01,Online,0.563,804,6,0,0.39,0,0,19,9.24,1,0
TXN104243,69.96,ATM,0.745,3233,9,0,0.743,1,0,23,81.89,0,0
TXN104244,185.33,POS,0.806,1653,4,0,0.883,0,0,20,9.05,0,0
TXN104245,144.47,Online,0.306,727,5,0,0.383,0,0,18,39.31,1,0
TXN104246,184.08,ATM,0.922,1110,1,0,0.653,0,0,0,17.01,0,0
TXN104247,244.89,Online,0.354,1805,3,0,0.909,0,0,16,29.4,1,0
TXN104248,79.26,ATM,0.272,2041,2,0,0.697,0,0,13,46.26,0,0
TXN104249,642.69,POS,0.311,739,2,0,0.174,0,0,2,5.59,0,1
TXN104250,113.56,Online,0.359,941,1,1,0.244,0,0,9,7.56,1,0
TXN104251,96.21,Online,0.317,1428,4,0,,0,0,10,42.21,0,0
TXN104252,240.42,POS,0.844,803,4,0,0.529,0,1,5,9.18,0,1
TXN104253,23.65,ATM,0.561,3597,4,0,0.309,0,0,18,52.63,0,0
TXN104254,67.32,POS,0.968,103,4,0,0.175,0,0,12,11.26,0,0
TXN104255,395.86,POS,0.084,2799,2,0,0.17,0,0,1,26.82,0,1
TXN104256,26.12,ATM,0.614,1090,3,1,0.563,0,0,10,26.24,0,0
TXN104257,453.76,Online,0.096,2035,6,0,0.762,0,1,2,40.5,1,1
TXN104258,672.59,Bank Transfer,0.459,1144,4,1,0.474,0,0,13,27.23,0,0
TXN104259,102.57,Bank Transfer,0.383,3416,2,0,0.459,0,0,9,25.16,1,0
TXN104260,198.7,POS,0.681,3551,0,0,0.103,0,0,12,22.61,0,0
TXN104261,454.45,Online,0.745,1332,4,0,0.429,0,0,17,24.31,0,1
TXN104262,93.06,Bank Transfer,0.238,133,3,0,0.268,0,0,9,23.11,0,0
TXN104263,353.46,POS,0.194,657,3,2,0.458,0,0,5,76.29,0,0
TXN104264,75.86,Online,0.42,2622,4,0,0.14,0,0,8,12.95,0,0
TXN104265,92.06,Bank Transfer,0.242,3030,2,0,0.601,0,0,8,10.75,0,0
TXN104266,66.73,POS,0.677,175,6,0,0.621,0,0,5,19.09,0,1
TXN104267,209.07,Bank Transfer,0.518,74,5,0,0.859,0,1,7,27.8,0,0
TXN104268,472.47,Online,0.827,1808,2,0,0.25,0,1,9,20.81,1,1
TXN104269,123.46,Bank Transfer,0.981,2942,5,1,0.647,0,0,13,31.49,0,0
TXN104270,41.63,Online,0.378,2805,2,0,0.86,0,0,17,15.68,0,0
TXN104271,50.26,Online,0.912,109,4,1,0.925,1,0,12,22.59,0,0
TXN104272,220.21,ATM,0.777,3607,3,0,0.258,0,1,13,9.68,0,0
TXN104273,938.34,POS,0.149,1059,4,0,0.666,0,0,17,35.33,0,0
TXN104274,220.02,Online,0.836,859,1,0,0.237,0,0,7,20.69,0,0
TXN104275,100.8,Bank Transfer,0.482,1316,3,0,0.275,0,0,5,37.43,0,0
TXN104276,319.32,Bank Transfer,0.709,2767,3,1,0.745,0,0,2,11.77,0,0
TXN104277,116.8,Bank Transfer,0.703,1183,0,0,0.855,0,1,18,21.4,0,0
TXN104278,101.67,Online,0.886,2372,4,0,0.426,0,0,7,54.34,0,0
TXN104279,56.91,Online,0.761,911,2,0,0.817,0,0,20,21.95,0,0
TXN104280,606.95,Online,0.825,456,4,0,0.715,0,0,20,37.15,0,1
TXN104281,11.71,Online,0.321,421,4,1,0.424,0,0,1,14.22,0,0
TXN104282,329.59,Online,0.973,1619,0,0,0.352,0,0,4,14.36,0,0
TXN104283,93.34,POS,0.662,41,6,0,0.756,0,0,9,52.41,0,0
TXN104284,98.46,POS,0.774,2053,3,1,0.857,0,0,3,107.74,0,0
TXN104285,806.19,Online,0.859,2834,5,0,0.181,0,0,4,19.05,0,1
TXN104286,72.67,POS,0.124,2068,1,1,0.524,0,0,10,26.41,0,0
TXN104287,75.18,POS,0.336,1684,2,0,0.347,0,0,11,33.01,0,0
TXN104288,130.27,POS,0.836,646,5,0,0.202,0,0,11,22.42,0,0
TXN104289,224.49,ATM,0.922,616,2,0,0.264,1,0,18,13.07,0,0
TXN104290,95.41,Bank Transfer,0.756,450,2,0,0.831,0,0,7,17.92,1,0
TXN104291,30.76,Online,0.482,327,2,0,0.714,0,0,12,23.33,0,0
TXN104292,62.45,Bank Transfer,0.251,2067,2,0,0.971,0,0,4,23.33,1,0
TXN104293,534.5,Bank Transfer,0.525,1037,3,0,0.398,0,0,3,93.77,0,0
TXN104294,159.94,POS,0.397,2426,4,0,0.921,0,0,14,75.32,0,0
TXN104295,233.01,POS,0.886,1312,6,0,0.179,0,0,2,16.13,0,0
TXN104296,114.27,POS,0.567,1196,2,0,0.886,0,0,21,39.66,0,0
TXN104297,76.75,POS,0.392,1700,5,0,0.145,0,0,18,1.66,0,1
TXN104298,794.39,Online,0.498,1343,4,0,0.26,0,0,4,24.0,1,1
TXN104299,122.95,POS,0.934,395,1,0,0.823,0,1,0,39.21,0,0
TXN104300,95.26,Bank Transfer,0.613,122,5,1,0.942,1,0,19,35.65,0,0
TXN104301,444.14,Online,0.229,3577,2,0,0.632,0,0,23,20.31,0,0
TXN104302,72.07,POS,0.5,419,5,0,0.874,0,0,18,39.23,0,0
TXN104303,81.88,Bank Transfer,0.466,1002,1,0,0.211,0,0,1,32.54,1,0
TXN104304,149.94,Bank Transfer,0.31,1498,3,0,0.878,0,0,11,44.11,0,0
TXN104305,148.45,ATM,0.736,1627,1,0,0.356,0,0,5,22.03,1,0
TXN104306,192.41,ATM,0.268,2743,1,1,0.946,0,0,6,44.72,0,0
TXN104307,1201.91,Bank Transfer,0.493,2596,1,0,0.484,0,0,9,34.38,0,0
TXN104308,207.73,Online,0.441,2224,4,2,0.802,0,0,10,51.79,0,0
TXN104309,13.76,Bank Transfer,0.467,1152,3,0,0.727,0,0,17,18.17,0,0
TXN104310,205.68,POS,0.567,3479,4,0,0.115,0,0,9,31.06,0,0
TXN104311,154.14,Online,0.683,328,2,0,0.294,0,0,20,70.84,0,0
TXN104312,155.0,Online,0.143,1153,1,2,0.611,1,0,10,4.92,0,0
TXN104313,189.8,POS,0.288,1393,3,0,0.301,0,0,3,20.53,0,1
TXN104314,144.22,POS,0.773,1296,5,1,0.811,0,1,13,28.16,1,0
TXN104315,140.81,POS,0.908,2031,8,0,0.838,0,0,15,22.54,1,0
TXN104316,273.98,POS,0.045,215,1,1,0.119,0,0,7,42.31,0,0
TXN104317,86.31,POS,0.073,3077,4,1,0.643,0,0,7,4.04,0,0
TXN104318,57.53,Online,0.934,609,5,0,0.993,0,0,23,83.49,0,0
TXN104319,3052.7,ATM,0.148,1361,5,0,0.579,0,0,21,4.06,0,0
TXN104320,72.54,Online,0.979,2133,2,1,0.862,0,0,3,95.7,0,1
TXN104321,164.05,Online,0.828,3250,3,0,0.2,0,0,14,2.79,0,1
TXN104322,33.26,POS,0.121,2048,2,0,0.756,0,0,21,96.97,0,0
TXN104323,166.75,ATM,0.103,2006,5,0,0.286,0,0,5,69.01,0,0
TXN104324,58.37,POS,0.977,923,2,0,0.354,0,0,23,107.49,0,0
TXN104325,95.35,POS,0.255,2627,1,0,0.546,0,0,4,20.99,0,0
TXN104326,422.03,Online,0.539,2057,5,1,0.946,0,0,18,14.66,0,0
TXN104327,237.94,Bank Transfer,0.236,139,1,0,0.713,0,0,23,22.49,1,0
TXN104328,262.02,Bank Transfer,0.601,1548,1,0,0.931,0,0,1,3.46,0,0
TXN104329,25.25,ATM,0.84,3272,5,0,0.765,0,0,20,70.65,0,0
TXN104330,931.59,ATM,0.657,3136,1,1,0.778,0,0,17,9.38,0,0
TXN104331,45.07,Online,0.047,802,3,1,0.871,0,0,9,23.37,0,0
TXN104332,684.41,Online,0.595,2710,3,0,0.395,0,0,17,10.84,0,0
TXN104333,412.21,POS,0.661,1209,4,1,0.812,0,0,4,1.91,0,0
TXN104334,264.37,POS,0.201,2785,1,0,0.859,0,0,22,50.4,0,1
TXN104335,63.12,Bank Transfer,0.762,1925,5,0,0.767,0,0,18,17.42,0,0
TXN104336,172.71,Bank Transfer,0.627,1191,2,0,0.714,0,0,6,15.79,0,0
TXN104337,92.67,POS,0.01,3504,4,0,0.27,0,1,5,33.54,1,0
TXN104338,152.79,POS,0.951,905,3,0,0.962,0,1,12,42.46,0,0
TXN104339,115.6,POS,0.446,1281,1,0,0.356,0,0,20,43.31,0,0
TXN104340,19.32,Online,0.232,3408,3,0,0.474,0,0,5,16.09,0,1
TXN104341,455.68,POS,0.086,828,1,0,0.163,0,0,23,23.06,0,0
TXN104342,136.85,Online,0.374,745,4,2,0.119,0,0,15,10.34,0,1
TXN104343,91.4,POS,0.308,3507,5,1,0.252,0,0,12,9.71,0,0
TXN104344,84.75,POS,0.298,1780,3,0,0.659,0,0,0,13.28,1,0
TXN104345,212.4,POS,0.793,2956,7,0,0.365,0,0,14,18.77,1,1
TXN104346,60.72,ATM,0.646,351,5,0,0.891,0,0,0,7.26,0,0
TXN104347,15.56,POS,0.133,2431,4,1,0.118,0,0,2,49.8,0,0
TXN104348,222.99,Online,0.708,406,4,0,0.276,0,0,3,22.77,0,0
TXN104349,249.41,Online,0.723,1512,5,2,0.173,0,0,13,20.97,0,1
TXN104350,121.56,ATM,0.514,765,4,0,0.192,1,0,18,87.38,0,0
TXN104351,47.09,POS,0.996,1552,5,0,0.314,0,0,12,7.73,0,1
TXN104352,162.22,ATM,0.283,1448,3,0,0.878,0,0,2,42.17,0,0
TXN104353,34.31,POS,0.058,3471,2,0,0.87,0,0,14,48.97,0,0
TXN104354,53.13,Online,0.029,2428,3,0,0.395,0,1,7,28.45,0,1
TXN104355,70.06,Online,0.321,279,4,2,0.168,0,0,17,24.97,0,0
TXN104356,345.14,Bank Transfer,0.498,1793,7,1,0.715,0,0,5,20.38,0,0
TXN104357,103.27,Bank Transfer,0.078,2772,4,0,0.727,0,0,10,32.07,0,0
TXN104358,94.83,ATM,0.566,1813,3,0,0.932,0,0,18,63.15,0,0
TXN104359,1048.06,Bank Transfer,0.901,2206,4,0,0.927,0,0,8,5.48,0,0
TXN104360,211.13,POS,0.797,1886,2,0,0.333,0,0,7,75.19,0,0
